ID;Data;Produto;Quantidade;Vendedor;Origem;País;Método_Transporte;Data_Entrega;Total
77744;08/04/2022;maçã;739;Vendedor 11;Chácara Bela Vista;Estados Unidos;Caminhão;08/05/2022;71
77745;27/04/2023;laranja;627;Vendedor 20;Quinta dos Pinhais;Estados Unidos;Avião;25/05/2023;2894
77746;16/07/2023;limão;439;Vendedor 12;Fazenda Luz da Lua;China;Barco;25/07/2023;1823
77747;25/03/2023;uva;970;Vendedor 36;Refúgio do Vale;Estados Unidos;Caminhão;28/04/2023;2310
77748;07/03/2023;uva;714;Vendedor 37;Sítio Águas Claras;Estados Unidos;Trem;28/03/2023;1867
77749;17/05/2023;maçã;290;Vendedor 29;Chácara Bela Vista;China;Caminhão;20/06/2023;3794
77750;08/05/2022;uva;630;Vendedor 45;Sítio Águas Claras;Estados Unidos;Caminhão;30/05/2022;3272
77751;16/02/2023;maçã;598;Vendedor 39;Chácara Bela Vista;China;Avião;12/03/2023;0
77752;24/12/2023;manga;989;Vendedor 37;Rancho Estrela Cadente;China;Caminhão;28/01/2024;0
77753;05/01/2022;maçã;362;Vendedor 1;Chácara Bela Vista;Estados Unidos;Avião;01/02/2022;768
77754;23/02/2023;maçã;430;Vendedor 20;Chácara Bela Vista;China;Barco;10/03/2023;2820
77755;05/02/2022;maçã;191;Vendedor 9;Terra Prometida;China;Avião;05/03/2022;0
77756;25/01/2022;maçã;322;Vendedor 5;Chácara Bela Vista;Estados Unidos;Avião;06/02/2022;4822
77757;10/09/2023;uva;241;Vendedor 11;Refúgio do Vale;Estados Unidos;Caminhão;22/09/2023;2498
77758;11/03/2023;banana;579;Vendedor 24;Quinta dos Pinhais;China;Avião;09/04/2023;2672
77759;09/06/2023;limão;42;Vendedor 29;Fazenda Luz da Lua;China;Barco;20/06/2023;3429
77760;20/08/2023;limão;274;Vendedor 48;Fazenda Luz da Lua;China;Barco;30/08/2023;0
77761;31/01/2023;limão;491;Vendedor 8;Fazenda Luz da Lua;Estados Unidos;Avião;10/02/2023;3269
77762;01/05/2023;uva;340;Vendedor 45;Refúgio do Vale;China;Trem;28/05/2023;2505
77763;06/04/2022;maçã;671;Vendedor 32;Chácara Bela Vista;Estados Unidos;Barco;24/04/2022;1683
77764;29/10/2022;limão;572;Vendedor 10;Fazenda Luz da Lua;China;Caminhão;01/12/2022;922
77765;29/01/2022;uva;358;Vendedor 22;Sítio Águas Claras;China;Barco;16/02/2022;3177
77766;12/02/2022;banana;308;Vendedor 33;Recanto Verde;China;Avião;26/02/2022;858
77767;02/11/2023;uva;326;Vendedor 34;Sítio Águas Claras;China;Barco;10/11/2023;2816
77768;10/05/2022;uva;537;Vendedor 10;Refúgio do Vale;China;Avião;22/05/2022;0
77769;21/07/2022;limão;314;Vendedor 36;Fazenda Luz da Lua;China;Caminhão;25/08/2022;2931
77770;02/04/2023;limão;412;Vendedor 43;Fazenda Luz da Lua;China;Caminhão;02/05/2023;570
77771;16/02/2022;uva;140;Vendedor 42;Sítio Águas Claras;Estados Unidos;Caminhão;28/02/2022;0
77772;29/08/2022;limão;725;Vendedor 3;Fazenda Luz da Lua;Estados Unidos;Barco;26/09/2022;1500
77773;25/03/2022;uva;832;Vendedor 36;Refúgio do Vale;China;Avião;23/04/2022;1030
77774;14/02/2023;maçã;651;Vendedor 36;Terra Prometida;Estados Unidos;Caminhão;17/03/2023;1390
77775;24/05/2023;limão;832;Vendedor 43;Fazenda Luz da Lua;China;Caminhão;10/06/2023;3051
77776;07/02/2022;maçã;778;Vendedor 37;Terra Prometida;China;Caminhão;21/02/2022;3409
77777;15/03/2022;maçã;588;Vendedor 37;Chácara Bela Vista;Estados Unidos;Avião;16/04/2022;651
77778;30/06/2022;manga;969;Vendedor 25;Rancho Estrela Cadente;Estados Unidos;Caminhão;01/08/2022;1230
77779;06/02/2022;laranja;995;Vendedor 49;Quinta dos Pinhais;Estados Unidos;Barco;17/02/2022;245
77780;13/07/2022;manga;912;Vendedor 2;Fazenda Sol Nascente;China;Caminhão;01/08/2022;1666
77781;14/08/2023;laranja;316;Vendedor 21;Quinta dos Pinhais;China;Caminhão;21/08/2023;186
77782;31/10/2022;maçã;226;Vendedor 40;Chácara Bela Vista;China;Avião;14/11/2022;0
77783;13/07/2023;maçã;513;Vendedor 11;Terra Prometida;Estados Unidos;Caminhão;29/07/2023;0
77784;13/12/2022;banana;140;Vendedor 24;Quinta dos Pinhais;Estados Unidos;Barco;02/01/2023;243
77785;17/05/2023;uva;270;Vendedor 4;Refúgio do Vale;Estados Unidos;Caminhão;16/06/2023;3139
77786;04/01/2023;limão;448;Vendedor 7;Fazenda Luz da Lua;China;Barco;16/01/2023;718
77787;11/07/2023;manga;406;Vendedor 21;Rancho Estrela Cadente;China;Caminhão;29/07/2023;4454
77788;08/02/2023;uva;449;Vendedor 31;Sítio Águas Claras;Estados Unidos;Barco;07/03/2023;3061
77789;01/04/2022;uva;565;Vendedor 2;Sítio Águas Claras;Estados Unidos;Caminhão;26/04/2022;1956
77790;29/05/2023;limão;444;Vendedor 40;Fazenda Luz da Lua;Estados Unidos;Avião;22/06/2023;3782
77791;08/11/2022;laranja;147;Vendedor 27;Quinta dos Pinhais;Estados Unidos;Caminhão;13/11/2022;1215
77792;22/03/2023;limão;133;Vendedor 22;Fazenda Luz da Lua;Estados Unidos;Avião;27/03/2023;3009
77793;14/10/2023;banana;239;Vendedor 35;Recanto Verde;Estados Unidos;Barco;30/10/2023;3908
77794;24/01/2023;maçã;32;Vendedor 28;Terra Prometida;Estados Unidos;Barco;18/02/2023;3023
77795;13/03/2023;laranja;820;Vendedor 33;Recanto Verde;Estados Unidos;Avião;10/04/2023;1739
77796;27/11/2023;banana;863;Vendedor 28;Recanto Verde;Estados Unidos;Avião;23/12/2023;1332
77797;27/11/2023;uva;428;Vendedor 48;Sítio Águas Claras;Estados Unidos;Avião;07/12/2023;2572
77798;17/02/2023;uva;672;Vendedor 35;Sítio Águas Claras;Estados Unidos;Avião;24/02/2023;2596
77799;14/03/2022;melancia;493;Vendedor 35;Fazenda Campo Sereno;China;Caminhão;13/04/2022;0
77800;13/02/2023;laranja;379;Vendedor 19;Recanto Verde;Estados Unidos;Caminhão;16/03/2023;2968
77801;22/09/2023;maçã;366;Vendedor 47;Terra Prometida;China;Avião;08/10/2023;2998
77802;15/04/2023;limão;362;Vendedor 40;Fazenda Luz da Lua;Estados Unidos;Avião;12/05/2023;2356
77803;26/01/2022;limão;511;Vendedor 15;Fazenda Luz da Lua;Estados Unidos;Avião;01/03/2022;994
77804;23/08/2023;banana;678;Vendedor 29;Recanto Verde;Estados Unidos;Barco;26/09/2023;3561
77805;13/02/2023;laranja;116;Vendedor 12;Quinta dos Pinhais;Estados Unidos;Avião;02/03/2023;0
77806;24/12/2023;banana;151;Vendedor 6;Quinta dos Pinhais;Estados Unidos;Avião;21/01/2024;0
77807;21/09/2023;uva;93;Vendedor 46;Sítio Águas Claras;Estados Unidos;Avião;23/10/2023;518
77808;10/11/2022;uva;842;Vendedor 38;Sítio Águas Claras;China;Caminhão;23/11/2022;1575
77809;22/06/2022;uva;702;Vendedor 28;Sítio Águas Claras;China;Caminhão;12/07/2022;1106
77810;25/05/2023;laranja;404;Vendedor 37;Quinta dos Pinhais;Estados Unidos;Avião;26/06/2023;0
77811;02/03/2023;uva;385;Vendedor 16;Sítio Águas Claras;China;Caminhão;01/04/2023;3847
77812;18/09/2023;limão;921;Vendedor 3;Fazenda Luz da Lua;China;Caminhão;30/09/2023;2568
77813;26/02/2023;maçã;274;Vendedor 49;Terra Prometida;China;Avião;08/03/2023;3355
77814;01/10/2023;banana;133;Vendedor 25;Quinta dos Pinhais;China;Barco;29/10/2023;2313
77815;24/08/2023;manga;283;Vendedor 45;Fazenda Sol Nascente;Estados Unidos;Avião;30/08/2023;0
77816;30/11/2023;uva;539;Vendedor 37;Refúgio do Vale;China;Caminhão;22/12/2023;2381
77817;02/10/2022;uva;308;Vendedor 40;Refúgio do Vale;China;Caminhão;12/10/2022;703
77818;16/05/2022;limão;239;Vendedor 20;Fazenda Luz da Lua;Estados Unidos;Avião;10/06/2022;1588
77819;22/12/2022;limão;269;Vendedor 48;Fazenda Luz da Lua;China;Avião;07/01/2023;0
77820;17/01/2023;uva;403;Vendedor 34;Sítio Águas Claras;Estados Unidos;Caminhão;28/01/2023;2508
77821;10/02/2022;banana;539;Vendedor 35;Recanto Verde;China;Caminhão;07/03/2022;0
77822;04/09/2023;limão;764;Vendedor 43;Fazenda Luz da Lua;Estados Unidos;Avião;11/09/2023;0
77823;03/04/2023;limão;802;Vendedor 28;Fazenda Luz da Lua;Estados Unidos;Caminhão;28/04/2023;4345
77824;31/12/2023;uva;898;Vendedor 23;Refúgio do Vale;Estados Unidos;Avião;03/02/2024;0
77825;08/07/2023;manga;492;Vendedor 29;Fazenda Sol Nascente;Estados Unidos;Avião;31/07/2023;1268
77826;01/11/2022;uva;67;Vendedor 39;Refúgio do Vale;Estados Unidos;Caminhão;11/11/2022;1183
77827;05/09/2023;manga;203;Vendedor 42;Fazenda Sol Nascente;Estados Unidos;Caminhão;27/09/2023;0
77828;05/05/2022;limão;360;Vendedor 2;Fazenda Luz da Lua;Estados Unidos;Avião;09/06/2022;2243
77829;10/10/2022;limão;308;Vendedor 43;Fazenda Luz da Lua;China;Avião;07/11/2022;0
77830;01/06/2023;limão;275;Vendedor 32;Fazenda Luz da Lua;China;Caminhão;22/06/2023;3229
77831;31/07/2022;laranja;726;Vendedor 17;Recanto Verde;China;Avião;15/08/2022;0
77832;17/04/2023;maçã;575;Vendedor 40;Chácara Bela Vista;Estados Unidos;Caminhão;19/05/2023;846
77833;09/02/2022;maçã;237;Vendedor 28;Terra Prometida;China;Avião;26/02/2022;1939
77834;03/04/2023;banana;233;Vendedor 36;Recanto Verde;Estados Unidos;Avião;08/05/2023;3014
77835;13/09/2023;limão;801;Vendedor 25;Fazenda Luz da Lua;China;Avião;22/09/2023;2603
77836;21/04/2023;limão;976;Vendedor 43;Fazenda Luz da Lua;Estados Unidos;Avião;17/05/2023;432
77837;16/02/2023;maçã;636;Vendedor 48;Chácara Bela Vista;China;Caminhão;15/03/2023;4787
77838;10/12/2022;maçã;578;Vendedor 5;Chácara Bela Vista;Estados Unidos;Avião;29/12/2022;1507
77839;11/10/2023;uva;412;Vendedor 44;Refúgio do Vale;China;Barco;17/10/2023;533
77840;09/01/2023;maçã;270;Vendedor 24;Chácara Bela Vista;Estados Unidos;Barco;17/01/2023;2426
77841;29/09/2023;limão;267;Vendedor 26;Fazenda Luz da Lua;China;Caminhão;25/10/2023;3856
77842;30/08/2023;manga;740;Vendedor 20;Fazenda Sol Nascente;Estados Unidos;Caminhão;07/09/2023;17
77843;06/08/2022;maçã;111;Vendedor 18;Chácara Bela Vista;Estados Unidos;Caminhão;08/09/2022;0
77844;20/12/2022;banana;776;Vendedor 8;Recanto Verde;Estados Unidos;Caminhão;18/01/2023;374
77845;29/08/2023;maçã;482;Vendedor 15;Chácara Bela Vista;Estados Unidos;Avião;01/10/2023;138
77846;26/10/2023;uva;36;Vendedor 5;Sítio Águas Claras;Estados Unidos;Avião;27/11/2023;0
77847;09/11/2022;maçã;206;Vendedor 36;Chácara Bela Vista;Estados Unidos;Caminhão;01/12/2022;3903
77848;17/06/2023;laranja;73;Vendedor 48;Quinta dos Pinhais;China;Caminhão;17/07/2023;0
77849;25/12/2023;uva;624;Vendedor 7;Sítio Águas Claras;China;Caminhão;21/01/2024;0
77850;28/01/2023;uva;764;Vendedor 33;Refúgio do Vale;Estados Unidos;Caminhão;25/02/2023;1536
77851;18/11/2022;uva;513;Vendedor 12;Sítio Águas Claras;Estados Unidos;Avião;12/12/2022;2469
77852;11/04/2023;uva;408;Vendedor 42;Refúgio do Vale;Estados Unidos;Trem;09/05/2023;0
77853;25/02/2023;maçã;976;Vendedor 1;Terra Prometida;China;Barco;29/03/2023;1192
77854;14/04/2023;limão;80;Vendedor 29;Fazenda Luz da Lua;Estados Unidos;Avião;02/05/2023;2853
77855;16/04/2022;banana;602;Vendedor 19;Quinta dos Pinhais;China;Barco;10/05/2022;280
77856;15/11/2022;maçã;496;Vendedor 29;Terra Prometida;China;Caminhão;09/12/2022;2661
77857;08/12/2023;uva;141;Vendedor 33;Refúgio do Vale;Estados Unidos;Caminhão;21/12/2023;0
77858;09/11/2022;banana;800;Vendedor 37;Quinta dos Pinhais;China;Caminhão;24/11/2022;3191
77859;21/05/2022;limão;806;Vendedor 36;Fazenda Luz da Lua;Estados Unidos;Avião;13/06/2022;0
77860;28/06/2022;limão;38;Vendedor 9;Fazenda Luz da Lua;China;Barco;11/07/2022;2619
77861;02/08/2022;manga;536;Vendedor 22;Rancho Estrela Cadente;China;Barco;10/08/2022;806
77862;07/05/2022;maçã;16;Vendedor 50;Chácara Bela Vista;Estados Unidos;Caminhão;16/05/2022;1942
77863;10/02/2022;uva;598;Vendedor 40;Refúgio do Vale;China;Trem;05/03/2022;3286
77864;23/11/2022;maçã;9;Vendedor 44;Chácara Bela Vista;China;Barco;18/12/2022;4714
77865;06/10/2023;limão;979;Vendedor 6;Fazenda Luz da Lua;Estados Unidos;Caminhão;21/10/2023;1582
77866;30/06/2023;limão;878;Vendedor 27;Fazenda Luz da Lua;Estados Unidos;Caminhão;24/07/2023;1220
77867;25/12/2022;banana;63;Vendedor 16;Quinta dos Pinhais;Estados Unidos;Caminhão;22/01/2023;2134
77868;06/02/2023;maçã;191;Vendedor 47;Chácara Bela Vista;Estados Unidos;Caminhão;22/02/2023;0
77869;27/02/2022;limão;937;Vendedor 23;Fazenda Luz da Lua;Estados Unidos;Avião;26/03/2022;0
77870;19/05/2023;limão;686;Vendedor 12;Fazenda Luz da Lua;Estados Unidos;Avião;07/06/2023;738
77871;09/11/2023;uva;492;Vendedor 43;Refúgio do Vale;China;Avião;14/11/2023;1376
77872;12/02/2022;maçã;617;Vendedor 9;Chácara Bela Vista;Estados Unidos;Avião;21/02/2022;2630
77873;18/02/2022;uva;618;Vendedor 11;Sítio Águas Claras;China;Caminhão;13/03/2022;2212
77874;21/05/2023;limão;168;Vendedor 41;Fazenda Luz da Lua;Estados Unidos;Barco;10/06/2023;1380
77875;10/05/2022;limão;183;Vendedor 38;Fazenda Luz da Lua;Estados Unidos;Avião;18/05/2022;0
77876;13/01/2022;manga;575;Vendedor 10;Rancho Estrela Cadente;China;Caminhão;30/01/2022;2043
77877;28/04/2022;laranja;895;Vendedor 27;Recanto Verde;China;Barco;08/05/2022;1804
77878;11/03/2023;banana;598;Vendedor 44;Recanto Verde;Estados Unidos;Caminhão;01/04/2023;0
77879;08/06/2023;limão;952;Vendedor 10;Fazenda Luz da Lua;Estados Unidos;Avião;09/07/2023;924
77880;09/06/2022;maçã;114;Vendedor 5;Chácara Bela Vista;Estados Unidos;Caminhão;27/06/2022;3295
77881;07/06/2022;limão;708;Vendedor 38;Fazenda Luz da Lua;Estados Unidos;Trem;08/07/2022;2903
77882;04/02/2023;maçã;601;Vendedor 42;Terra Prometida;Estados Unidos;Caminhão;14/02/2023;2929
77883;28/03/2022;banana;486;Vendedor 29;Quinta dos Pinhais;Estados Unidos;Avião;15/04/2022;213
77884;20/01/2023;laranja;542;Vendedor 13;Recanto Verde;Estados Unidos;Barco;05/02/2023;1605
77885;15/03/2022;banana;150;Vendedor 19;Recanto Verde;Estados Unidos;Caminhão;14/04/2022;2994
77886;27/09/2022;limão;842;Vendedor 17;Fazenda Luz da Lua;Estados Unidos;Avião;08/10/2022;1641
77887;16/06/2022;maçã;320;Vendedor 13;Chácara Bela Vista;Estados Unidos;Avião;30/06/2022;2833
77888;12/08/2023;limão;660;Vendedor 11;Fazenda Luz da Lua;Estados Unidos;Trem;13/09/2023;660
77889;21/12/2023;limão;874;Vendedor 33;Fazenda Luz da Lua;China;Caminhão;11/01/2024;3776
77890;27/02/2023;uva;43;Vendedor 45;Refúgio do Vale;China;Caminhão;04/03/2023;0
77891;02/03/2023;banana;230;Vendedor 6;Quinta dos Pinhais;Estados Unidos;Caminhão;26/03/2023;1620
77892;29/11/2023;banana;992;Vendedor 26;Quinta dos Pinhais;China;Avião;16/12/2023;2702
77893;28/05/2023;limão;453;Vendedor 23;Fazenda Luz da Lua;Estados Unidos;Trem;05/06/2023;2735
77894;23/07/2023;uva;391;Vendedor 45;Refúgio do Vale;China;Trem;26/08/2023;486
77895;24/11/2022;manga;1000;Vendedor 5;Rancho Estrela Cadente;Estados Unidos;Avião;05/12/2022;0
77896;31/12/2023;laranja;303;Vendedor 39;Recanto Verde;China;Trem;16/01/2024;2850
77897;26/04/2022;maçã;103;Vendedor 35;Terra Prometida;Estados Unidos;Barco;06/05/2022;0
77898;16/10/2023;limão;227;Vendedor 25;Fazenda Luz da Lua;Estados Unidos;Trem;06/11/2023;2366
77899;06/04/2022;uva;661;Vendedor 22;Sítio Águas Claras;Estados Unidos;Avião;24/04/2022;3044
77900;10/01/2022;banana;779;Vendedor 14;Recanto Verde;Estados Unidos;Avião;24/01/2022;2570
77901;12/02/2022;laranja;352;Vendedor 5;Recanto Verde;Estados Unidos;Caminhão;10/03/2022;1638
77902;20/12/2023;banana;708;Vendedor 50;Recanto Verde;Estados Unidos;Avião;05/01/2024;1838
77903;21/02/2023;limão;395;Vendedor 16;Fazenda Luz da Lua;China;Avião;11/03/2023;2802
77904;27/01/2023;maçã;346;Vendedor 43;Terra Prometida;China;Caminhão;19/02/2023;1189
77905;30/06/2023;maçã;612;Vendedor 26;Chácara Bela Vista;Estados Unidos;Barco;27/07/2023;0
77906;03/01/2023;limão;963;Vendedor 49;Fazenda Luz da Lua;Estados Unidos;Caminhão;07/02/2023;454
77907;27/03/2022;manga;86;Vendedor 17;Rancho Estrela Cadente;Estados Unidos;Barco;18/04/2022;4222
77908;21/07/2022;manga;943;Vendedor 45;Fazenda Sol Nascente;China;Avião;31/07/2022;1468
77909;01/01/2023;banana;918;Vendedor 50;Recanto Verde;China;Avião;14/01/2023;762
77910;27/08/2022;maçã;874;Vendedor 50;Chácara Bela Vista;Estados Unidos;Avião;02/09/2022;104
77911;07/09/2022;banana;95;Vendedor 27;Recanto Verde;China;Avião;07/10/2022;175
77912;22/12/2022;limão;184;Vendedor 35;Fazenda Luz da Lua;Estados Unidos;Caminhão;23/01/2023;941
77913;04/11/2022;laranja;312;Vendedor 39;Quinta dos Pinhais;Estados Unidos;Avião;19/11/2022;71
77914;26/08/2022;manga;193;Vendedor 2;Rancho Estrela Cadente;China;Caminhão;10/09/2022;169
77915;25/10/2023;manga;828;Vendedor 45;Fazenda Sol Nascente;China;Avião;05/11/2023;2277
77916;13/08/2022;laranja;898;Vendedor 22;Recanto Verde;Estados Unidos;Avião;12/09/2022;1070
77917;01/04/2023;melancia;826;Vendedor 33;Fazenda Campo Sereno;China;Avião;10/04/2023;378
77918;19/11/2023;limão;659;Vendedor 26;Fazenda Luz da Lua;Estados Unidos;Caminhão;22/12/2023;0
77919;03/04/2023;limão;436;Vendedor 10;Fazenda Luz da Lua;Estados Unidos;Caminhão;12/04/2023;180
77920;29/10/2023;banana;753;Vendedor 30;Quinta dos Pinhais;Estados Unidos;Avião;25/11/2023;1744
77921;22/09/2022;laranja;144;Vendedor 40;Quinta dos Pinhais;China;Barco;27/10/2022;1881
77922;25/07/2022;maçã;836;Vendedor 2;Chácara Bela Vista;Estados Unidos;Avião;11/08/2022;1919
77923;11/06/2022;limão;256;Vendedor 12;Fazenda Luz da Lua;Estados Unidos;Caminhão;26/06/2022;0
77924;02/01/2023;banana;610;Vendedor 16;Quinta dos Pinhais;China;Avião;20/01/2023;1473
77925;17/10/2023;limão;841;Vendedor 3;Fazenda Luz da Lua;China;Caminhão;22/10/2023;2163
77926;09/07/2023;uva;103;Vendedor 16;Refúgio do Vale;Estados Unidos;Caminhão;22/07/2023;1324
77927;29/01/2023;maçã;525;Vendedor 2;Chácara Bela Vista;Estados Unidos;Caminhão;12/02/2023;3273
77928;16/02/2023;maçã;199;Vendedor 47;Terra Prometida;Estados Unidos;Caminhão;05/03/2023;771
77929;04/08/2023;maçã;247;Vendedor 46;Chácara Bela Vista;Estados Unidos;Caminhão;30/08/2023;0
77930;29/09/2023;limão;680;Vendedor 5;Fazenda Luz da Lua;Estados Unidos;Caminhão;29/10/2023;1063
77931;08/06/2023;limão;487;Vendedor 33;Fazenda Luz da Lua;Estados Unidos;Barco;05/07/2023;0
77932;31/07/2022;manga;615;Vendedor 39;Fazenda Sol Nascente;China;Avião;17/08/2022;4140
77933;12/01/2023;maçã;750;Vendedor 22;Terra Prometida;China;Caminhão;09/02/2023;0
77934;31/10/2023;banana;61;Vendedor 27;Quinta dos Pinhais;Estados Unidos;Caminhão;25/11/2023;2354
77935;09/12/2022;laranja;839;Vendedor 48;Quinta dos Pinhais;Estados Unidos;Caminhão;04/01/2023;0
77936;13/02/2022;maçã;610;Vendedor 4;Terra Prometida;Estados Unidos;Caminhão;05/03/2022;1548
77937;22/10/2023;laranja;51;Vendedor 20;Recanto Verde;Estados Unidos;Avião;12/11/2023;0
77938;08/03/2022;limão;839;Vendedor 37;Fazenda Luz da Lua;Estados Unidos;Barco;12/04/2022;2054
77939;06/10/2022;uva;413;Vendedor 50;Sítio Águas Claras;Estados Unidos;Caminhão;22/10/2022;4188
77940;15/06/2022;limão;762;Vendedor 28;Fazenda Luz da Lua;Estados Unidos;Trem;18/07/2022;2725
77941;17/04/2023;melancia;849;Vendedor 18;Fazenda Campo Sereno;Estados Unidos;Avião;22/05/2023;3933
77942;03/04/2023;manga;517;Vendedor 29;Fazenda Sol Nascente;China;Caminhão;01/05/2023;911
77943;01/06/2022;limão;267;Vendedor 24;Fazenda Luz da Lua;Estados Unidos;Caminhão;05/07/2022;0
77944;24/01/2022;maçã;455;Vendedor 39;Terra Prometida;Estados Unidos;Avião;07/02/2022;519
77945;28/12/2023;uva;13;Vendedor 1;Sítio Águas Claras;China;Caminhão;18/01/2024;5
77946;22/02/2023;maçã;633;Vendedor 34;Chácara Bela Vista;Estados Unidos;Caminhão;02/03/2023;1378
77947;17/10/2023;uva;241;Vendedor 23;Sítio Águas Claras;China;Caminhão;04/11/2023;1650
77948;10/08/2023;manga;979;Vendedor 20;Fazenda Sol Nascente;Estados Unidos;Avião;30/08/2023;3726
77949;12/10/2023;banana;918;Vendedor 12;Recanto Verde;China;Caminhão;08/11/2023;934
77950;27/05/2022;banana;79;Vendedor 29;Quinta dos Pinhais;Estados Unidos;Caminhão;15/06/2022;2198
77951;09/09/2023;maçã;175;Vendedor 37;Terra Prometida;Estados Unidos;Caminhão;16/09/2023;866
77952;31/10/2023;maçã;322;Vendedor 4;Terra Prometida;Estados Unidos;Avião;23/11/2023;99
77953;10/07/2023;limão;653;Vendedor 9;Fazenda Luz da Lua;Estados Unidos;Caminhão;28/07/2023;3098
77954;08/02/2022;banana;244;Vendedor 44;Recanto Verde;Estados Unidos;Caminhão;15/02/2022;0
77955;11/04/2022;limão;766;Vendedor 47;Fazenda Luz da Lua;China;Caminhão;10/05/2022;3959
77956;02/10/2022;uva;485;Vendedor 2;Sítio Águas Claras;Estados Unidos;Caminhão;20/10/2022;0
77957;29/10/2023;uva;797;Vendedor 11;Sítio Águas Claras;Estados Unidos;Avião;28/11/2023;2259
77958;21/08/2023;limão;218;Vendedor 36;Fazenda Luz da Lua;China;Avião;09/09/2023;3323
77959;17/05/2023;maçã;443;Vendedor 31;Chácara Bela Vista;Estados Unidos;Caminhão;01/06/2023;0
77960;03/10/2023;banana;383;Vendedor 22;Recanto Verde;Estados Unidos;Avião;26/10/2023;104
77961;03/02/2022;laranja;74;Vendedor 26;Quinta dos Pinhais;Estados Unidos;Barco;24/02/2022;1667
77962;27/05/2022;limão;333;Vendedor 38;Fazenda Luz da Lua;China;Caminhão;01/07/2022;394
77963;13/04/2022;banana;741;Vendedor 10;Recanto Verde;China;Caminhão;10/05/2022;2600
77964;19/03/2022;uva;697;Vendedor 32;Sítio Águas Claras;Estados Unidos;Avião;21/04/2022;214
77965;28/01/2023;laranja;988;Vendedor 6;Quinta dos Pinhais;China;Barco;10/02/2023;2412
77966;02/09/2022;maçã;258;Vendedor 21;Chácara Bela Vista;China;Barco;17/09/2022;619
77967;19/02/2023;uva;641;Vendedor 3;Sítio Águas Claras;Estados Unidos;Avião;03/03/2023;3264
77968;30/04/2022;limão;857;Vendedor 17;Fazenda Luz da Lua;Estados Unidos;Barco;20/05/2022;3364
77969;26/08/2023;limão;684;Vendedor 1;Fazenda Luz da Lua;China;Avião;18/09/2023;0
